Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
6. SaxStatistics,Vinenthz/libjson (C),twitter.json,5.545000,0,4368,2,0
7. Code size, Vinenthz/libjson (C), jsonstat,0,0,0,0,25600
1. Parse,JSON Voorhees (C++),canada.json,3627.252000,38892504,78899960,5623622,0
1. Parse,JSON Voorhees (C++),citm_catalog.json,243.720000,10295088,20153456,653104,0
1. Parse,JSON Voorhees (C++),twitter.json,51.448000,2628072,4798488,135954,0
2. Stringify,JSON Voorhees (C++),canada.json,1623.680000,1044480,2093032,111093,0
2. Stringify,JSON Voorhees (C++),citm_catalog.json,16.340000,503808,1028072,12,0
2. Stringify,JSON Voorhees (C++),twitter.json,17.975000,569344,1617896,14,0
3. Prettify,JSON Voorhees (C++),canada.json,1788.166000,7077864,15531960,111096,0
3. Prettify,JSON Voorhees (C++),citm_catalog.json,47.440000,1728512,3825640,14,0
3. Prettify,JSON Voorhees (C++),twitter.json,26.121000,872448,1921000,14,0
4. Statistics,JSON Voorhees (C++),canada.json,6.669000,0,0,0,0
4. Statistics,JSON Voorhees (C++),citm_catalog.json,2.123000,0,0,0,0
4. Statistics,JSON Voorhees (C++),twitter.json,0.541000,0,0,0,0
7. Code size, JSON Voorhees (C++), jsonstat,0,0,0,0,301568
1. Parse,YAJL (C),canada.json,162.669000,11141944,11144408,501567,0
1. Parse,YAJL (C),citm_catalog.json,48.162000,3174488,3179008,189685,0
1. Parse,YAJL (C),twitter.json,19.379000,1457448,1461968,77047,0
2. Stringify,YAJL (C),canada.json,2147.411000,4198544,4198544,15,0
2. Stringify,YAJL (C),citm_catalog.json,8.092000,528528,528528,12,0
2. Stringify,YAJL (C),twitter.json,4.462000,528528,528528,12,0
3. Prettify,YAJL (C),canada.json,2192.529000,16846936,16846936,17,0
3. Prettify,YAJL (C),citm_catalog.json,19.429000,2101392,2101392,14,0
3. Prettify,YAJL (C),twitter.json,6.886000,1052816,1052816,13,0
4. Statistics,YAJL (C),canada.json,1.863000,0,0,0,0
4. Statistics,YAJL (C),citm_catalog.json,0.580000,0,0,0,0
4. Statistics,YAJL (C),twitter.json,0.598000,0,0,0,0
5. Sax Round-trip,YAJL (C),canada.json,2236.358000,4198544,4203064,22,0
5. Sax Round-trip,YAJL (C),citm_catalog.json,15.385000,528528,533048,19,0
5. Sax Round-trip,YAJL (C),twitter.json,6.805000,528528,533048,19,0
6. SaxStatistics,YAJL (C),canada.json,67.930000,0,4520,7,0
6. SaxStatistics,YAJL (C),citm_catalog.json,8.156000,0,4520,7,0
6. SaxStatistics,YAJL (C),twitter.json,2.963000,0,4520,7,0
7. Code size, YAJL (C), jsonstat,0,0,0,0,36864
