Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
5. Sax Round-trip,Vinenthz/libjson (C),citm_catalog.json,22.617000,524304,528656,12,0
5. Sax Round-trip,Vinenthz/libjson (C),twitter.json,12.150000,524304,528656,12,0
6. SaxStatistics,Vinenthz/libjson (C),canada.json,24.283000,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),citm_catalog.json,16.932000,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),twitter.json,6.443000,0,4352,2,0
7. Code size,Vinenthz/libjson (C),jsonstat,0,0,0,0,25656
1. Parse,YAJL (C),canada.json,161.522000,9994784,9997104,501567,0
1. Parse,YAJL (C),citm_catalog.json,34.421000,2324288,2328656,189685,0
1. Parse,YAJL (C),twitter.json,14.030000,1135104,1139472,77047,0
2. Stringify,YAJL (C),canada.json,148.650000,4198944,4198944,15,0
2. Stringify,YAJL (C),citm_catalog.json,8.013000,528928,528928,12,0
2. Stringify,YAJL (C),twitter.json,3.769000,528928,528928,12,0
3. Prettify,YAJL (C),canada.json,191.473000,16781856,16781856,17,0
3. Prettify,YAJL (C),citm_catalog.json,16.846000,2101792,2101792,14,0
3. Prettify,YAJL (C),twitter.json,5.815000,1053216,1053216,13,0
4. Statistics,YAJL (C),canada.json,1.373000,0,0,0,0
4. Statistics,YAJL (C),citm_catalog.json,0.474000,0,0,0,0
4. Statistics,YAJL (C),twitter.json,0.300000,0,0,0,0
5. Sax Round-trip,YAJL (C),canada.json,243.321000,4198944,4203312,22,0
5. Sax Round-trip,YAJL (C),citm_catalog.json,16.722000,528928,533296,19,0
5. Sax Round-trip,YAJL (C),twitter.json,6.922000,528928,533296,19,0
6. SaxStatistics,YAJL (C),canada.json,93.083000,0,4368,7,0
6. SaxStatistics,YAJL (C),citm_catalog.json,9.691000,0,4368,7,0
6. SaxStatistics,YAJL (C),twitter.json,3.452000,0,4368,7,0
