Type,Library,Test,Result
2. Parse Double,gason (C++11),double07,true
2. Parse Double,gason (C++11),double08,true
2. Parse Double,gason (C++11),double09,true
2. Parse Double,gason (C++11),double10,true
2. Parse Double,gason (C++11),double11,false
2. Parse Double,gason (C++11),double12,true
2. Parse Double,gason (C++11),double13,true
2. Parse Double,gason (C++11),double14,true
2. Parse Double,gason (C++11),double15,false
2. Parse Double,gason (C++11),double16,true
2. Parse Double,gason (C++11),double17,false
2. Parse Double,gason (C++11),double18,false
2. Parse Double,gason (C++11),double19,false
2. Parse Double,gason (C++11),double20,false
2. Parse Double,gason (C++11),double21,false
2. Parse Double,gason (C++11),double22,false
2. Parse Double,gason (C++11),double23,false
2. Parse Double,gason (C++11),double24,false
2. Parse Double,gason (C++11),double25,false
2. Parse Double,gason (C++11),double26,true
2. Parse Double,gason (C++11),double27,true
2. Parse Double,gason (C++11),double28,false
2. Parse Double,gason (C++11),double29,true
2. Parse Double,gason (C++11),double30,false
2. Parse Double,gason (C++11),double31,true
2. Parse Double,gason (C++11),double32,false
2. Parse Double,gason (C++11),double33,true
2. Parse Double,gason (C++11),double34,true
2. Parse Double,gason (C++11),double35,false
2. Parse Double,gason (C++11),double36,false
2. Parse Double,gason (C++11),double37,false
2. Parse Double,gason (C++11),double38,false
2. Parse Double,gason (C++11),double39,false
2. Parse Double,gason (C++11),double40,true
2. Parse Double,gason (C++11),double41,false
2. Parse Double,gason (C++11),double42,true
2. Parse Double,gason (C++11),double43,true
2. Parse Double,gason (C++11),double44,false
2. Parse Double,gason (C++11),double45,true
2. Parse Double,gason (C++11),double46,true
2. Parse Double,gason (C++11),double47,false
2. Parse Double,gason (C++11),double48,false
2. Parse Double,gason (C++11),double49,false
2. Parse Double,gason (C++11),double50,false
2. Parse Double,gason (C++11),double51,false
2. Parse Double,gason (C++11),double52,true
2. Parse Double,gason (C++11),double53,false
2. Parse Double,gason (C++11),double54,false
2. Parse Double,gason (C++11),double55,false
2. Parse Double,gason (C++11),double56,false
2. Parse Double,gason (C++11),double57,false
2. Parse Double,gason (C++11),double58,false
2. Parse Double,gason (C++11),double59,false
2. Parse Double,gason (C++11),double60,false
2. Parse Double,gason (C++11),double61,false
2. Parse Double,gason (C++11),double62,false
2. Parse Double,gason (C++11),double63,false
2. Parse Double,gason (C++11),double64,false
2. Parse Double,gason (C++11),double65,false
2. Parse Double,gason (C++11),double66,false
3. Parse String,gason (C++11),string01,true
3. Parse String,gason (C++11),string02,true
3. Parse String,gason (C++11),string03,true
3. Parse String,gason (C++11),string04,false
3. Parse String,gason (C++11),string05,true
3. Parse String,gason (C++11),string06,true
3. Parse String,gason (C++11),string07,true
3. Parse String,gason (C++11),string08,true
3. Parse String,gason (C++11),string09,false
4. Roundtrip,gason (C++11),roundtrip01,true
4. Roundtrip,gason (C++11),roundtrip02,true
4. Roundtrip,gason (C++11),roundtrip03,true
4. Roundtrip,gason (C++11),roundtrip04,false
4. Roundtrip,gason (C++11),roundtrip05,true
4. Roundtrip,gason (C++11),roundtrip06,true
4. Roundtrip,gason (C++11),roundtrip07,true
4. Roundtrip,gason (C++11),roundtrip08,false
4. Roundtrip,gason (C++11),roundtrip09,true
4. Roundtrip,gason (C++11),roundtrip10,true
4. Roundtrip,gason (C++11),roundtrip11,false
4. Roundtrip,gason (C++11),roundtrip12,false
4. Roundtrip,gason (C++11),roundtrip13,false
4. Roundtrip,gason (C++11),roundtrip14,false
4. Roundtrip,gason (C++11),roundtrip15,false
4. Roundtrip,gason (C++11),roundtrip16,false
4. Roundtrip,gason (C++11),roundtrip17,false
4. Roundtrip,gason (C++11),roundtrip18,false
4. Roundtrip,gason (C++11),roundtrip19,false
4. Roundtrip,gason (C++11),roundtrip20,false
4. Roundtrip,gason (C++11),roundtrip21,false
4. Roundtrip,gason (C++11),roundtrip22,false
4. Roundtrip,gason (C++11),roundtrip23,false
4. Roundtrip,gason (C++11),roundtrip24,false
4. Roundtrip,gason (C++11),roundtrip25,false
4. Roundtrip,gason (C++11),roundtrip26,false
4. Roundtrip,gason (C++11),roundtrip27,false
1. Parse Validation,Jansson (C),pass01,true
1. Parse Validation,Jansson (C),pass02,true
1. Parse Validation,Jansson (C),pass03,true
1. Parse Validation,Jansson (C),fail02,true
1. Parse Validation,Jansson (C),fail03,true
1. Parse Validation,Jansson (C),fail04,true
1. Parse Validation,Jansson (C),fail05,true
1. Parse Validation,Jansson (C),fail06,true
1. Parse Validation,Jansson (C),fail07,true
1. Parse Validation,Jansson (C),fail08,true
1. Parse Validation,Jansson (C),fail09,true
1. Parse Validation,Jansson (C),fail10,true
1. Parse Validation,Jansson (C),fail11,true
1. Parse Validation,Jansson (C),fail12,true
1. Parse Validation,Jansson (C),fail13,true
1. Parse Validation,Jansson (C),fail14,true
1. Parse Validation,Jansson (C),fail15,true
1. Parse Validation,Jansson (C),fail16,true
1. Parse Validation,Jansson (C),fail17,true
1. Parse Validation,Jansson (C),fail19,true
1. Parse Validation,Jansson (C),fail20,true
1. Parse Validation,Jansson (C),fail21,true
1. Parse Validation,Jansson (C),fail22,true
1. Parse Validation,Jansson (C),fail23,true
1. Parse Validation,Jansson (C),fail24,true
1. Parse Validation,Jansson (C),fail25,true
1. Parse Validation,Jansson (C),fail26,true
1. Parse Validation,Jansson (C),fail27,true
1. Parse Validation,Jansson (C),fail28,true
1. Parse Validation,Jansson (C),fail29,true
1. Parse Validation,Jansson (C),fail30,true
1. Parse Validation,Jansson (C),fail31,true
1. Parse Validation,Jansson (C),fail32,true
1. Parse Validation,Jansson (C),fail33,true
2. Parse Double,Jansson (C),double01,true
2. Parse Double,Jansson (C),double02,true
2. Parse Double,Jansson (C),double03,true
2. Parse Double,Jansson (C),double04,true
2. Parse Double,Jansson (C),double05,true
2. Parse Double,Jansson (C),double06,true
2. Parse Double,Jansson (C),double07,true
2. Parse Double,Jansson (C),double08,true
2. Parse Double,Jansson (C),double09,true
2. Parse Double,Jansson (C),double10,true
2. Parse Double,Jansson (C),double11,true
2. Parse Double,Jansson (C),double12,true
2. Parse Double,Jansson (C),double13,true
2. Parse Double,Jansson (C),double14,true
2. Parse Double,Jansson (C),double15,true
2. Parse Double,Jansson (C),double16,true
2. Parse Double,Jansson (C),double17,true
2. Parse Double,Jansson (C),double18,true
2. Parse Double,Jansson (C),double19,true
2. Parse Double,Jansson (C),double20,true
2. Parse Double,Jansson (C),double21,true
2. Parse Double,Jansson (C),double22,true
2. Parse Double,Jansson (C),double23,true
2. Parse Double,Jansson (C),double24,true
2. Parse Double,Jansson (C),double25,true
2. Parse Double,Jansson (C),double26,true
2. Parse Double,Jansson (C),double27,false
2. Parse Double,Jansson (C),double28,false
2. Parse Double,Jansson (C),double29,true
2. Parse Double,Jansson (C),double30,true
2. Parse Double,Jansson (C),double31,true
2. Parse Double,Jansson (C),double32,true
2. Parse Double,Jansson (C),double33,true
2. Parse Double,Jansson (C),double34,true
2. Parse Double,Jansson (C),double35,true
2. Parse Double,Jansson (C),double36,true
2. Parse Double,Jansson (C),double37,true
2. Parse Double,Jansson (C),double38,true
2. Parse Double,Jansson (C),double39,true
2. Parse Double,Jansson (C),double40,true
2. Parse Double,Jansson (C),double41,true
2. Parse Double,Jansson (C),double42,true
2. Parse Double,Jansson (C),double43,true
2. Parse Double,Jansson (C),double44,true
2. Parse Double,Jansson (C),double45,true
2. Parse Double,Jansson (C),double46,true
2. Parse Double,Jansson (C),double47,true
2. Parse Double,Jansson (C),double48,true
2. Parse Double,Jansson (C),double49,true
2. Parse Double,Jansson (C),double50,true
2. Parse Double,Jansson (C),double51,true
2. Parse Double,Jansson (C),double52,true
2. Parse Double,Jansson (C),double53,true
2. Parse Double,Jansson (C),double54,true
2. Parse Double,Jansson (C),double55,false
2. Parse Double,Jansson (C),double56,false
2. Parse Double,Jansson (C),double57,false
2. Parse Double,Jansson (C),double58,true
2. Parse Double,Jansson (C),double59,true
2. Parse Double,Jansson (C),double60,false
2. Parse Double,Jansson (C),double61,false
2. Parse Double,Jansson (C),double62,false
2. Parse Double,Jansson (C),double63,true
2. Parse Double,Jansson (C),double64,true
2. Parse Double,Jansson (C),double65,false
2. Parse Double,Jansson (C),double66,true
3. Parse String,Jansson (C),string01,true
3. Parse String,Jansson (C),string02,true
3. Parse String,Jansson (C),string03,true
3. Parse String,Jansson (C),string04,false
3. Parse String,Jansson (C),string05,true
3. Parse String,Jansson (C),string06,true
3. Parse String,Jansson (C),string07,true
3. Parse String,Jansson (C),string08,true
3. Parse String,Jansson (C),string09,true
4. Roundtrip,Jansson (C),roundtrip01,true
4. Roundtrip,Jansson (C),roundtrip02,true
4. Roundtrip,Jansson (C),roundtrip03,true
4. Roundtrip,Jansson (C),roundtrip04,true
4. Roundtrip,Jansson (C),roundtrip05,true
4. Roundtrip,Jansson (C),roundtrip06,true
4. Roundtrip,Jansson (C),roundtrip07,true
4. Roundtrip,Jansson (C),roundtrip08,false
4. Roundtrip,Jansson (C),roundtrip09,false
4. Roundtrip,Jansson (C),roundtrip10,false
4. Roundtrip,Jansson (C),roundtrip11,true
4. Roundtrip,Jansson (C),roundtrip12,true
4. Roundtrip,Jansson (C),roundtrip13,true
4. Roundtrip,Jansson (C),roundtrip14,true
4. Roundtrip,Jansson (C),roundtrip15,true
4. Roundtrip,Jansson (C),roundtrip16,true
4. Roundtrip,Jansson (C),roundtrip17,true
4. Roundtrip,Jansson (C),roundtrip18,true
4. Roundtrip,Jansson (C),roundtrip19,true
4. Roundtrip,Jansson (C),roundtrip20,true
4. Roundtrip,Jansson (C),roundtrip21,true
4. Roundtrip,Jansson (C),roundtrip22,false
4. Roundtrip,Jansson (C),roundtrip23,false
4. Roundtrip,Jansson (C),roundtrip24,false
4. Roundtrip,Jansson (C),roundtrip25,false
4. Roundtrip,Jansson (C),roundtrip26,true
4. Roundtrip,Jansson (C),roundtrip27,true
1. Parse Validation,jsmn (C),pass01,true
1. Parse Validation,jsmn (C),pass02,true
1. Parse Validation,jsmn (C),pass03,true
1. Parse Validation,jsmn (C),fail02,true
1. Parse Validation,jsmn (C),fail03,false
1. Parse Validation,jsmn (C),fail04,false
1. Parse Validation,jsmn (C),fail05,false
1. Parse Validation,jsmn (C),fail06,false
1. Parse Validation,jsmn (C),fail07,false
1. Parse Validation,jsmn (C),fail08,true
1. Parse Validation,jsmn (C),fail09,false
1. Parse Validation,jsmn (C),fail10,false
1. Parse Validation,jsmn (C),fail11,false
1. Parse Validation,jsmn (C),fail12,false
1. Parse Validation,jsmn (C),fail13,false
1. Parse Validation,jsmn (C),fail14,false
1. Parse Validation,jsmn (C),fail15,true
1. Parse Validation,jsmn (C),fail16,false
1. Parse Validation,jsmn (C),fail17,true
1. Parse Validation,jsmn (C),fail19,false
1. Parse Validation,jsmn (C),fail20,false
1. Parse Validation,jsmn (C),fail21,false
1. Parse Validation,jsmn (C),fail22,false
1. Parse Validation,jsmn (C),fail23,false
1. Parse Validation,jsmn (C),fail24,false
1. Parse Validation,jsmn (C),fail25,false
1. Parse Validation,jsmn (C),fail26,true
1. Parse Validation,jsmn (C),fail27,false
1. Parse Validation,jsmn (C),fail28,true
1. Parse Validation,jsmn (C),fail29,false
1. Parse Validation,jsmn (C),fail30,false
1. Parse Validation,jsmn (C),fail31,false
1. Parse Validation,jsmn (C),fail32,true
1. Parse Validation,jsmn (C),fail33,true
2. Parse Double,jsmn (C),double01,true
2. Parse Double,jsmn (C),double02,true
2. Parse Double,jsmn (C),double03,true
2. Parse Double,jsmn (C),double04,true
2. Parse Double,jsmn (C),double05,true
2. Parse Double,jsmn (C),double06,true
2. Parse Double,jsmn (C),double07,true
2. Parse Double,jsmn (C),double08,true
2. Parse Double,jsmn (C),double09,true
2. Parse Double,jsmn (C),double10,true
2. Parse Double,jsmn (C),double11,true
2. Parse Double,jsmn (C),double12,true
2. Parse Double,jsmn (C),double13,true
2. Parse Double,jsmn (C),double14,true
2. Parse Double,jsmn (C),double15,true
2. Parse Double,jsmn (C),double16,true
2. Parse Double,jsmn (C),double17,true
2. Parse Double,jsmn (C),double18,true
2. Parse Double,jsmn (C),double19,true
2. Parse Double,jsmn (C),double20,true
2. Parse Double,jsmn (C),double21,true
2. Parse Double,jsmn (C),double22,true
2. Parse Double,jsmn (C),double23,true
2. Parse Double,jsmn (C),double24,true
2. Parse Double,jsmn (C),double25,true
2. Parse Double,jsmn (C),double26,true
2. Parse Double,jsmn (C),double27,true
2. Parse Double,jsmn (C),double28,true
2. Parse Double,jsmn (C),double29,true
2. Parse Double,jsmn (C),double30,true
2. Parse Double,jsmn (C),double31,true
2. Parse Double,jsmn (C),double32,true
2. Parse Double,jsmn (C),double33,true
2. Parse Double,jsmn (C),double34,true
2. Parse Double,jsmn (C),double35,true
2. Parse Double,jsmn (C),double36,true
2. Parse Double,jsmn (C),double37,true
2. Parse Double,jsmn (C),double38,true
2. Parse Double,jsmn (C),double39,true
2. Parse Double,jsmn (C),double40,true
2. Parse Double,jsmn (C),double41,true
2. Parse Double,jsmn (C),double42,true
2. Parse Double,jsmn (C),double43,true
2. Parse Double,jsmn (C),double44,true
2. Parse Double,jsmn (C),double45,true
2. Parse Double,jsmn (C),double46,true
2. Parse Double,jsmn (C),double47,true
2. Parse Double,jsmn (C),double48,true
2. Parse Double,jsmn (C),double49,true
2. Parse Double,jsmn (C),double50,true
2. Parse Double,jsmn (C),double51,true
2. Parse Double,jsmn (C),double52,true
2. Parse Double,jsmn (C),double53,true
2. Parse Double,jsmn (C),double54,true
2. Parse Double,jsmn (C),double55,true
2. Parse Double,jsmn (C),double56,true
2. Parse Double,jsmn (C),double57,true
2. Parse Double,jsmn (C),double58,true
2. Parse Double,jsmn (C),double59,true
2. Parse Double,jsmn (C),double60,true
2. Parse Double,jsmn (C),double61,true
2. Parse Double,jsmn (C),double62,true
2. Parse Double,jsmn (C),double63,true
2. Parse Double,jsmn (C),double64,true
2. Parse Double,jsmn (C),double65,true
2. Parse Double,jsmn (C),double66,true
3. Parse String,jsmn (C),string01,true
3. Parse String,jsmn (C),string02,true
3. Parse String,jsmn (C),string03,false
3. Parse String,jsmn (C),string04,false
3. Parse String,jsmn (C),string05,false
3. Parse String,jsmn (C),string06,false
3. Parse String,jsmn (C),string07,false
3. Parse String,jsmn (C),string08,false
3. Parse String,jsmn (C),string09,false
1. Parse Validation,JsonBox (C++),pass01,true
1. Parse Validation,JsonBox (C++),pass02,true
1. Parse Validation,JsonBox (C++),pass03,true
1. Parse Validation,JsonBox (C++),fail02,false
1. Parse Validation,JsonBox (C++),fail03,false
1. Parse Validation,JsonBox (C++),fail04,false
1. Parse Validation,JsonBox (C++),fail05,true
1. Parse Validation,JsonBox (C++),fail06,true
1. Parse Validation,JsonBox (C++),fail07,false
1. Parse Validation,JsonBox (C++),fail08,false
1. Parse Validation,JsonBox (C++),fail09,false
1. Parse Validation,JsonBox (C++),fail10,false
1. Parse Validation,JsonBox (C++),fail11,false
1. Parse Validation,JsonBox (C++),fail12,true
1. Parse Validation,JsonBox (C++),fail13,false
1. Parse Validation,JsonBox (C++),fail14,false
1. Parse Validation,JsonBox (C++),fail15,false
1. Parse Validation,JsonBox (C++),fail16,true
1. Parse Validation,JsonBox (C++),fail17,false
1. Parse Validation,JsonBox (C++),fail19,false
1. Parse Validation,JsonBox (C++),fail20,true
1. Parse Validation,JsonBox (C++),fail21,false
1. Parse Validation,JsonBox (C++),fail22,false
1. Parse Validation,JsonBox (C++),fail23,true
1. Parse Validation,JsonBox (C++),fail24,true
1. Parse Validation,JsonBox (C++),fail25,false
1. Parse Validation,JsonBox (C++),fail26,false
1. Parse Validation,JsonBox (C++),fail27,false
1. Parse Validation,JsonBox (C++),fail28,false
1. Parse Validation,JsonBox (C++),fail29,false
1. Parse Validation,JsonBox (C++),fail30,false
1. Parse Validation,JsonBox (C++),fail31,false
1. Parse Validation,JsonBox (C++),fail32,false
1. Parse Validation,JsonBox (C++),fail33,false
2. Parse Double,JsonBox (C++),double01,true
2. Parse Double,JsonBox (C++),double02,true
2. Parse Double,JsonBox (C++),double03,true
2. Parse Double,JsonBox (C++),double04,true
2. Parse Double,JsonBox (C++),double05,true
2. Parse Double,JsonBox (C++),double06,true
2. Parse Double,JsonBox (C++),double07,true
2. Parse Double,JsonBox (C++),double08,true
2. Parse Double,JsonBox (C++),double09,true
2. Parse Double,JsonBox (C++),double10,true
2. Parse Double,JsonBox (C++),double11,true
2. Parse Double,JsonBox (C++),double12,true
2. Parse Double,JsonBox (C++),double13,true
2. Parse Double,JsonBox (C++),double14,true
2. Parse Double,JsonBox (C++),double15,true
2. Parse Double,JsonBox (C++),double16,true
2. Parse Double,JsonBox (C++),double17,true
2. Parse Double,JsonBox (C++),double18,true
2. Parse Double,JsonBox (C++),double19,true
2. Parse Double,JsonBox (C++),double20,true
2. Parse Double,JsonBox (C++),double21,true
2. Parse Double,JsonBox (C++),double22,true
2. Parse Double,JsonBox (C++),double23,true
2. Parse Double,JsonBox (C++),double24,true
2. Parse Double,JsonBox (C++),double25,true
2. Parse Double,JsonBox (C++),double26,true
2. Parse Double,JsonBox (C++),double27,false
2. Parse Double,JsonBox (C++),double28,false
2. Parse Double,JsonBox (C++),double29,true
2. Parse Double,JsonBox (C++),double30,true
2. Parse Double,JsonBox (C++),double31,true
2. Parse Double,JsonBox (C++),double32,true
2. Parse Double,JsonBox (C++),double33,true
2. Parse Double,JsonBox (C++),double34,true
2. Parse Double,JsonBox (C++),double35,true
2. Parse Double,JsonBox (C++),double36,true
2. Parse Double,JsonBox (C++),double37,false
2. Parse Double,JsonBox (C++),double38,true
2. Parse Double,JsonBox (C++),double39,true
2. Parse Double,JsonBox (C++),double40,false
2. Parse Double,JsonBox (C++),double41,true
2. Parse Double,JsonBox (C++),double42,true
2. Parse Double,JsonBox (C++),double43,true
2. Parse Double,JsonBox (C++),double44,false
2. Parse Double,JsonBox (C++),double45,true
2. Parse Double,JsonBox (C++),double46,true
2. Parse Double,JsonBox (C++),double47,true
2. Parse Double,JsonBox (C++),double48,false
2. Parse Double,JsonBox (C++),double49,true
2. Parse Double,JsonBox (C++),double50,true
2. Parse Double,JsonBox (C++),double51,true
2. Parse Double,JsonBox (C++),double52,true
2. Parse Double,JsonBox (C++),double53,false
2. Parse Double,JsonBox (C++),double54,true
2. Parse Double,JsonBox (C++),double55,false
2. Parse Double,JsonBox (C++),double56,false
2. Parse Double,JsonBox (C++),double57,false
2. Parse Double,JsonBox (C++),double58,false
2. Parse Double,JsonBox (C++),double59,true
2. Parse Double,JsonBox (C++),double60,false
2. Parse Double,JsonBox (C++),double61,false
2. Parse Double,JsonBox (C++),double62,false
2. Parse Double,JsonBox (C++),double63,false
2. Parse Double,JsonBox (C++),double64,true
2. Parse Double,JsonBox (C++),double65,false
2. Parse Double,JsonBox (C++),double66,true
3. Parse String,JsonBox (C++),string01,true
3. Parse String,JsonBox (C++),string02,true
3. Parse String,JsonBox (C++),string03,true
3. Parse String,JsonBox (C++),string04,true
3. Parse String,JsonBox (C++),string05,true
3. Parse String,JsonBox (C++),string06,true
3. Parse String,JsonBox (C++),string07,true
3. Parse String,JsonBox (C++),string08,true
3. Parse String,JsonBox (C++),string09,false
4. Roundtrip,JsonBox (C++),roundtrip01,true
4. Roundtrip,JsonBox (C++),roundtrip02,true
4. Roundtrip,JsonBox (C++),roundtrip03,true
4. Roundtrip,JsonBox (C++),roundtrip04,true
4. Roundtrip,JsonBox (C++),roundtrip05,true
4. Roundtrip,JsonBox (C++),roundtrip06,true
4. Roundtrip,JsonBox (C++),roundtrip07,true
4. Roundtrip,JsonBox (C++),roundtrip08,true
4. Roundtrip,JsonBox (C++),roundtrip09,true
4. Roundtrip,JsonBox (C++),roundtrip10,true
4. Roundtrip,JsonBox (C++),roundtrip11,true
4. Roundtrip,JsonBox (C++),roundtrip12,true
4. Roundtrip,JsonBox (C++),roundtrip13,false
4. Roundtrip,JsonBox (C++),roundtrip14,false
4. Roundtrip,JsonBox (C++),roundtrip15,true
4. Roundtrip,JsonBox (C++),roundtrip16,true
4. Roundtrip,JsonBox (C++),roundtrip17,false
4. Roundtrip,JsonBox (C++),roundtrip18,false
4. Roundtrip,JsonBox (C++),roundtrip19,false
4. Roundtrip,JsonBox (C++),roundtrip20,false
4. Roundtrip,JsonBox (C++),roundtrip21,false
4. Roundtrip,JsonBox (C++),roundtrip22,false
4. Roundtrip,JsonBox (C++),roundtrip23,false
4. Roundtrip,JsonBox (C++),roundtrip24,false
4. Roundtrip,JsonBox (C++),roundtrip25,false
4. Roundtrip,JsonBox (C++),roundtrip26,true
4. Roundtrip,JsonBox (C++),roundtrip27,false
1. Parse Validation,jsoncons (C++),pass01,true
1. Parse Validation,jsoncons (C++),pass02,true
1. Parse Validation,jsoncons (C++),pass03,true
1. Parse Validation,jsoncons (C++),fail02,true
1. Parse Validation,jsoncons (C++),fail03,true
1. Parse Validation,jsoncons (C++),fail04,true
1. Parse Validation,jsoncons (C++),fail05,true
1. Parse Validation,jsoncons (C++),fail06,true
1. Parse Validation,jsoncons (C++),fail07,true
1. Parse Validation,jsoncons (C++),fail08,true
1. Parse Validation,jsoncons (C++),fail09,true
1. Parse Validation,jsoncons (C++),fail10,true
1. Parse Validation,jsoncons (C++),fail11,true
1. Parse Validation,jsoncons (C++),fail12,true
1. Parse Validation,jsoncons (C++),fail13,true
1. Parse Validation,jsoncons (C++),fail14,true
1. Parse Validation,jsoncons (C++),fail15,true
1. Parse Validation,jsoncons (C++),fail16,true
1. Parse Validation,jsoncons (C++),fail17,true
1. Parse Validation,jsoncons (C++),fail19,true
1. Parse Validation,jsoncons (C++),fail20,true
1. Parse Validation,jsoncons (C++),fail21,true
1. Parse Validation,jsoncons (C++),fail22,true
1. Parse Validation,jsoncons (C++),fail23,true
1. Parse Validation,jsoncons (C++),fail24,true
1. Parse Validation,jsoncons (C++),fail25,true
1. Parse Validation,jsoncons (C++),fail26,true
1. Parse Validation,jsoncons (C++),fail27,true
1. Parse Validation,jsoncons (C++),fail28,true
1. Parse Validation,jsoncons (C++),fail29,true
1. Parse Validation,jsoncons (C++),fail30,true
1. Parse Validation,jsoncons (C++),fail31,true
1. Parse Validation,jsoncons (C++),fail32,true
1. Parse Validation,jsoncons (C++),fail33,true
2. Parse Double,jsoncons (C++),double01,true
2. Parse Double,jsoncons (C++),double02,true
2. Parse Double,jsoncons (C++),double03,true
2. Parse Double,jsoncons (C++),double04,true
2. Parse Double,jsoncons (C++),double05,true
2. Parse Double,jsoncons (C++),double06,true
2. Parse Double,jsoncons (C++),double07,true
2. Parse Double,jsoncons (C++),double08,true
2. Parse Double,jsoncons (C++),double09,true
2. Parse Double,jsoncons (C++),double10,true
2. Parse Double,jsoncons (C++),double11,true
2. Parse Double,jsoncons (C++),double12,true
2. Parse Double,jsoncons (C++),double13,true
2. Parse Double,jsoncons (C++),double14,true
2. Parse Double,jsoncons (C++),double15,true
2. Parse Double,jsoncons (C++),double16,true
2. Parse Double,jsoncons (C++),double17,true
2. Parse Double,jsoncons (C++),double18,true
2. Parse Double,jsoncons (C++),double19,true
2. Parse Double,jsoncons (C++),double20,true
2. Parse Double,jsoncons (C++),double21,true
2. Parse Double,jsoncons (C++),double22,true
2. Parse Double,jsoncons (C++),double23,true
2. Parse Double,jsoncons (C++),double24,true
2. Parse Double,jsoncons (C++),double25,true
2. Parse Double,jsoncons (C++),double26,true
2. Parse Double,jsoncons (C++),double27,true
2. Parse Double,jsoncons (C++),double28,true
2. Parse Double,jsoncons (C++),double29,true
2. Parse Double,jsoncons (C++),double30,true
2. Parse Double,jsoncons (C++),double31,true
2. Parse Double,jsoncons (C++),double32,true
2. Parse Double,jsoncons (C++),double33,true
2. Parse Double,jsoncons (C++),double34,true
2. Parse Double,jsoncons (C++),double35,true
2. Parse Double,jsoncons (C++),double36,true
2. Parse Double,jsoncons (C++),double37,true
2. Parse Double,jsoncons (C++),double38,true
2. Parse Double,jsoncons (C++),double39,true
2. Parse Double,jsoncons (C++),double40,true
2. Parse Double,jsoncons (C++),double41,true
2. Parse Double,jsoncons (C++),double42,true
2. Parse Double,jsoncons (C++),double43,true
2. Parse Double,jsoncons (C++),double44,true
2. Parse Double,jsoncons (C++),double45,true
2. Parse Double,jsoncons (C++),double46,true
2. Parse Double,jsoncons (C++),double47,true
2. Parse Double,jsoncons (C++),double48,true
2. Parse Double,jsoncons (C++),double49,true
2. Parse Double,jsoncons (C++),double50,true
2. Parse Double,jsoncons (C++),double51,true
2. Parse Double,jsoncons (C++),double52,true
2. Parse Double,jsoncons (C++),double53,true
2. Parse Double,jsoncons (C++),double54,true
2. Parse Double,jsoncons (C++),double55,true
2. Parse Double,jsoncons (C++),double56,true
2. Parse Double,jsoncons (C++),double57,true
2. Parse Double,jsoncons (C++),double58,true
2. Parse Double,jsoncons (C++),double59,true
2. Parse Double,jsoncons (C++),double60,true
2. Parse Double,jsoncons (C++),double61,true
2. Parse Double,jsoncons (C++),double62,true
2. Parse Double,jsoncons (C++),double63,true
2. Parse Double,jsoncons (C++),double64,true
2. Parse Double,jsoncons (C++),double65,true
2. Parse Double,jsoncons (C++),double66,true
3. Parse String,jsoncons (C++),string01,true
3. Parse String,jsoncons (C++),string02,true
3. Parse String,jsoncons (C++),string03,true
3. Parse String,jsoncons (C++),string04,true
3. Parse String,jsoncons (C++),string05,true
3. Parse String,jsoncons (C++),string06,true
3. Parse String,jsoncons (C++),string07,true
3. Parse String,jsoncons (C++),string08,true
3. Parse String,jsoncons (C++),string09,true
4. Roundtrip,jsoncons (C++),roundtrip01,true
4. Roundtrip,jsoncons (C++),roundtrip02,true
4. Roundtrip,jsoncons (C++),roundtrip03,true
4. Roundtrip,jsoncons (C++),roundtrip04,true
4. Roundtrip,jsoncons (C++),roundtrip05,true
4. Roundtrip,jsoncons (C++),roundtrip06,true
4. Roundtrip,jsoncons (C++),roundtrip07,true
4. Roundtrip,jsoncons (C++),roundtrip08,true
4. Roundtrip,jsoncons (C++),roundtrip09,false
4. Roundtrip,jsoncons (C++),roundtrip10,false
4. Roundtrip,jsoncons (C++),roundtrip11,true
4. Roundtrip,jsoncons (C++),roundtrip12,true
4. Roundtrip,jsoncons (C++),roundtrip13,true
4. Roundtrip,jsoncons (C++),roundtrip14,false
4. Roundtrip,jsoncons (C++),roundtrip15,true
4. Roundtrip,jsoncons (C++),roundtrip16,true
4. Roundtrip,jsoncons (C++),roundtrip17,true
4. Roundtrip,jsoncons (C++),roundtrip18,true
4. Roundtrip,jsoncons (C++),roundtrip19,true
4. Roundtrip,jsoncons (C++),roundtrip20,true
4. Roundtrip,jsoncons (C++),roundtrip21,true
4. Roundtrip,jsoncons (C++),roundtrip22,true
4. Roundtrip,jsoncons (C++),roundtrip23,true
4. Roundtrip,jsoncons (C++),roundtrip24,false
4. Roundtrip,jsoncons (C++),roundtrip25,true
4. Roundtrip,jsoncons (C++),roundtrip26,true
4. Roundtrip,jsoncons (C++),roundtrip27,false
1. Parse Validation,JsonCpp (C++),pass01,true
1. Parse Validation,JsonCpp (C++),pass02,true
1. Parse Validation,JsonCpp (C++),pass03,true
1. Parse Validation,JsonCpp (C++),fail02,true
1. Parse Validation,JsonCpp (C++),fail03,true
1. Parse Validation,JsonCpp (C++),fail04,true
1. Parse Validation,JsonCpp (C++),fail05,true
1. Parse Validation,JsonCpp (C++),fail06,true
1. Parse Validation,JsonCpp (C++),fail07,false
1. Parse Validation,JsonCpp (C++),fail08,false
1. Parse Validation,JsonCpp (C++),fail09,true
1. Parse Validation,JsonCpp (C++),fail10,false
1. Parse Validation,JsonCpp (C++),fail11,true
1. Parse Validation,JsonCpp (C++),fail12,true
1. Parse Validation,JsonCpp (C++),fail13,false
1. Parse Validation,JsonCpp (C++),fail14,true
